Ship Length,Pier 1,Pier 2,Pier 3,Pier 4
150 - 175 m,3.801452429483422e-05,0.00025015702230181923,0.0007924982509010641,0.0008355097226583031
175 - 200 m,0.0006178786764815824,0.002937307635537359,0.007460524356300963,0.007835090975756135
200 - 225 m,8.710309094695093e-05,0.00029357028110281734,0.000600711853910497,0.0006269040456007043
225 - 250 m,0.0005033752918027683,0.001405149957831105,0.002564187786244461,0.0026735665998376718
250 - 275 m,0.00010919161431336188,0.00024605354116975656,0.0003956967056775034,0.00040998792462498536
275 - 300 m,2.2061246758292667e-05,4.33138855009645e-05,6.394437812907232e-05,6.554326198984199e-05
300 - 325 m,6.78490553887598e-07,1.2529700853027142e-06,1.7818567035590725e-06,1.8435826545282286e-06
325 - 350 m,5.417175975129967e-06,8.6418124356756e-06,1.1207657747378488e-05,1.1238565609776822e-05
350 - 375 m,0.0,0.0,0.0,0.0
375 - 400 m,0.0,0.0,0.0,0.0
Above 400 m,0.0,0.0,0.0,0.0
