Ship Length,Pier 1,Pier 2,Pier 3,Pier 4
150 - 175 m,9.309324726713994e-06,1.0364803081352721e-05,1.3935082605085776e-05,1.3822510201252783e-05
175 - 200 m,0.00023954524464848232,0.00022033154517028773,0.0003085651729526957,0.00034459009061760894
200 - 225 m,1.2752361346814195e-06,9.979919195245133e-07,1.4582392843770231e-06,1.7979253095003728e-06
225 - 250 m,1.3283020465542743e-06,9.251995206177677e-07,1.384505842592893e-06,1.8379207374512004e-06
250 - 275 m,0.0,0.0,0.0,0.0
275 - 300 m,0.0,0.0,0.0,0.0
300 - 325 m,0.0,0.0,0.0,0.0
325 - 350 m,0.0,0.0,0.0,0.0
350 - 375 m,0.0,0.0,0.0,0.0
375 - 400 m,0.0,0.0,0.0,0.0
Above 400 m,0.0,0.0,0.0,0.0
