Ship Length,Pier 1,Pier 2,Pier 3,Pier 4
150 - 175 m,8.676760421368384e-05,0.0001462527192660511,0.00015771031436577558,9.055620927120633e-05
175 - 200 m,0.00044403466131035527,0.000699496207509928,0.0007491172812620162,0.0004604539973693179
200 - 225 m,2.9826033784891465e-05,4.530258631180677e-05,4.837079303825725e-05,3.081491827644266e-05
225 - 250 m,1.876162509942929e-05,2.782195212489649e-05,2.9656590275413148e-05,1.9334812066657223e-05
250 - 275 m,1.7173816454558101e-06,2.382609759942894e-06,2.51949207554382e-06,1.7593940136964265e-06
275 - 300 m,7.507251008715789e-06,1.0264085627901442e-05,1.083788926173817e-05,7.680188793505298e-06
300 - 325 m,0.0,0.0,0.0,0.0
325 - 350 m,4.796605799795586e-07,6.124106874084621e-07,6.399754437912211e-07,4.880703780110658e-07
350 - 375 m,0.0,0.0,0.0,0.0
375 - 400 m,0.0,0.0,0.0,0.0
Above 400 m,0.0,0.0,0.0,0.0
