Ship Length,Pier 1,Pier 2,Pier 3,Pier 4
150 - 175 m,0.00027350594547196976,0.000211695822879038,9.64028051960169e-07,1.378559647540479e-06
175 - 200 m,0.0013355188289126375,0.0011112815075891127,5.299690285643984e-06,1.0782359593640027e-05
200 - 225 m,0.00015133847120336723,0.0001334145656004449,7.743924678140076e-07,1.7379703915424818e-06
225 - 250 m,0.00012091447600065105,0.00011087295095870396,7.471773260982425e-07,1.7608789416783517e-06
250 - 275 m,0.00017905377879022803,0.00016954669708394945,8.471835851877114e-07,3.0366018104658324e-06
275 - 300 m,0.00023403931651402063,0.0002272120566876938,1.2230519897434647e-06,4.6358706159805065e-06
300 - 325 m,2.8118391263938682e-05,2.7506532956844422e-05,6.890025183524717e-08,5.0074388768348e-07
325 - 350 m,3.2564486026323404e-05,3.2383618656503804e-05,9.127266096989408e-08,4.62359868579356e-07
350 - 375 m,0.0,0.0,0.0,0.0
375 - 400 m,0.0,0.0,0.0,0.0
Above 400 m,0.0,0.0,0.0,0.0
