Ship Length,Pier 1,Pier 2,Pier 3,Pier 4
150 - 175 m,9.524566775583263e-05,0.00011376146481950539,8.288660479718807e-05,0.00010403988699013122
175 - 200 m,0.0011864164551593935,0.0010858427232587967,0.0007224824217769382,0.0011678520884909902
200 - 225 m,9.296457262137145e-05,7.765104699055197e-05,5.238916923615995e-05,9.117481106474831e-05
225 - 250 m,0.0014650688430849917,0.0009015294988534119,0.000516252859563071,0.0012669727190629193
250 - 275 m,0.0002518614838600745,0.00012985009073105013,6.715647941386477e-05,0.0002065919952639648
275 - 300 m,2.603933085327984e-05,1.5313328632552785e-05,9.067156727932203e-06,2.252523649482069e-05
300 - 325 m,0.0,0.0,0.0,0.0
325 - 350 m,2.131101032797719e-06,7.08951401570909e-07,2.7447282372205124e-07,1.5847764584099402e-06
350 - 375 m,0.0,0.0,0.0,0.0
375 - 400 m,0.0,0.0,0.0,0.0
Above 400 m,0.0,0.0,0.0,0.0
