UNIQUE_IDENTIFIER,NUM_NEARBY_SHIPS
21 010B00062N,0
21 019B00039L,0
21 019B00039R,0
21 019B00040L,0
21 019B00040R,0
21 019B00076N,0
21 021B00042L,0
21 021B00042R,0
21 021B00043N,0
21 026C00160N,0
21 030B00118N,0
21 030B00164N,0
21 037B00052L,0
21 037B00052R,0
21 037B00063N,0
21 037B00074N,0
21 037B00093R,0
21 037B00094L,0
21 039B00039N,0
21 045B00064N,0
21 045B00086N,0
21 045B00092N,0
21 046B00043N,0
21 051B00002R,0
21 051B00007L,0
21 051B00072N,0
21 051B00162N,0
21 052B00083N,0
21 056B00136N,0
21 056B00214L,0
21 056B00279N,0
21 056B00526R,0
21 056B00543N,0
21 056C00131N,0
21 059B00037N,0
21 059B00046N,0
21 059B00048N,0
21 059B00049N,0
21 059B00052L,0
21 059B00052R,0
21 059B00104N,0
21 066C00006N,0
21 070B00063L,0
21 070B00063R,0
21 070B00065N,0
21 070B00086N,0
21 072B00020N,0
21 073B00001N,0
21 073B00100N,0
21 073B00173N,0
21 075B00018N,0
21 075B00065N,0
21 075B00076N,0
21 076B00092R,0
21 079B00118L,0
21 079B00118R,0
21 079B00151N,0
21 079B00152N,0
21 081B00041N,0
21 081B00069N,0
21 082B00021N,0
21 089B00093L,0
21 089B00093R,0
21 092B00050N,0
21 098B00001N,0
21 098B00263N,0
21 098B00263S,0
21 098B00264N,0
21 098B00265N,0
21 098B00266N,0
21 111B00068N,0
21 112B00040N,0
21 113B00045N,0
21 117B00012N,0
21 CEPLRLKY0002009,0
21 CEPORHKY4028601,0
21 MP0391188B00032,0
22 022600000020473,2
22 022600000020492,1
22 022600060100001,62491
22 022600630202351,74960
22 022602830900001,105978
22 022602830900002,85592
22 022604290207501,1
22 022608263900071,2
22 022629518900421,0
22 022629539900931,1
22 022900000020415,4
22 022900000020502,4
22 022900050700011,0
22 022900640503281,4
22 022900640601401,3
22 022900650600001,1
22 022904070100001,1
22 022904070112131,2
22 022904079003501,4
22 022904120200381,3
22 022904240811201,2
22 022904240811202,1
22 022908291000001,3
22 022908291400791,2
22 022908291510171,1
22 022908292700011,1
22 022929260901781,2
22 022929309902001,1
22 022929329902041,3
22 022929355902801,10
22 022929438903641,0
22 022929478904821,0
22 022929479904912,0
22 022929576903991,3
22 023600000020467,12
22 023600000020468,16
22 023600060500001,1
22 023600060600001,3
22 023600069001041,6
22 023600180200001,9
22 023600463102221,75008
22 023600463102341,74992
22 023601480201061,0
22 023602830802441,75048
22 023602830802442,75254
22 023604509008511,5
22 023608360801331,77410
22 023629578900151,75326
22 023629579900121,157
22 023630003900161,6
22 023630019900211,1
22 023800000023801,0
22 023800000103026,85807
22 023800620200432,7833
22 023800620508961,85686
22 024402840204921,2
22 024500050800001,1
22 024500050800002,0
22 024504503700001,51801
22 024508450600001,0
22 025500000020447,2
22 025500000020503,4
22 025500000200856,3
22 025500050400001,1
22 025500659101191,3
22 025500659103921,3
22 025500659104061,3
22 025500659108701,2
22 025502450207341,0
22 025502459009801,4
22 025502460100021,3
22 025502460117211,3
22 025502470204101,3
22 025502473000011,4
22 025502473001581,1
22 025508550400031,2
22 025508550800001,4
22 025508550800481,4
22 025508550802451,3
22 025508551400331,4
22 025508551800401,4
22 025529230904301,3
22 025529231904381,3
22 025529243903641,2
22 025529246904711,0
22 025529255904241,6
22 025529283904221,5
22 025529297903441,4
22 025529318903591,6
22 025529328903511,4
22 030100030900001,0
22 030102010200001,0
22 030104500400001,0
22 030104500400002,0
22 030108010901171,0
22 032300000030410,0
22 032300000030430,0
22 032300550700321,0
22 032302370100141,0
22 032302410100161,0
22 032304003100241,0
22 032308231200171,0
22 032308231400251,0
22 032308231406331,0
22 032308234300081,0
22 032308234400101,0
22 032308234600151,0
22 032330006914461,0
22 032800040103171,0
22 032802130500001,0
22 032808281401231,0
22 032808283901521,0
22 032830109920291,0
22 034900080400001,0
22 034900080400002,0
22 034900121313281,0
22 034900121313282,0
22 034900121315111,0
22 034900121315112,0
22 035000560400141,0
22 035002130804881,0
22 035002380300131,0
22 035004003000331,0
22 035004500614371,1
22 035029468910991,0
22 035030099914881,0
22 035100000030448,0
22 035100040609371,0
22 035100050100001,1
22 035102390106491,0
22 035102410209141,0
22 035102430200001,0
22 035104083100091,0
22 035104240508801,0
22 035104240508802,0
22 035104240511601,0
22 035104240511602,0
22 035104240532701,1
22 035108510400171,1
22 035108510900241,0
22 035129424911791,0
22 035129425912111,0
22 035129457912601,0
22 035129471913141,0
22 035129496913161,0
22 035129535913681,0
22 035129540913121,0
22 035700550100001,1
22 035700550600131,0
22 035700553001081,0
22 035701940707511,0
22 035702070106671,0
22 035702070114121,0
22 035703970304251,0
22 035708576605721,0
22 035708576900011,0
22 040800010300001,1
22 040801020300001,0
22 040804510200001,1
22 040804513100001,0
22 040904200101521,0
22 040904200101522,0
22 044100210501491,0
22 053304510900001,0
22 053700000050186,0
22 053700010918151,0
22 053704510616841,0
22 053704510616842,0
22 053708372200001,0
22 071000000000022,0
22 071000240103501,0
22 071000310400701,11539
22 071003820402351,0
22 071004500100001,0
22 071004503001411,5822
22 071004509127691,3271
22 071008101204221,0
22 071200000070215,37101
22 071200310303551,13161
22 071201930208531,0
22 071201940200001,0
22 071201940221101,0
22 071201953000931,0
22 080500330300001,0
22 080500520500001,0
22 082201510200001,0
22 083500340604021,0
22 084000000080639,0
22 084000000080664,0
22 084000150100111,0
22 084000230101921,0
22 581100150700081,0
22 581300000580162,0
22 581500000580150,0
22 581500260100001,0
22 581500260100002,0
22 610400050200001,4
22 610402320113011,0
22 610402320116621,1
22 610404240600001,3
22 610429578911251,0
22 611700071000001,22
22 611704500900001,6138
22 612402190107251,0
22 612402300106531,0
22 612402300309551,0
22 612404500700141,0
22 612408241800081,0
22 612430162911531,0
22 613901770105911,0
22 614704260200721,17770
22 614704340200001,29967
22 616100500708321,6188
22 616300000610292,0
22 623202600200001,2
22 623202600207511,0
22 623202600402731,2
22 623230161904391,1
22 625200000620260,0
22 625200060705291,2
22 625200060800001,0
22 625202610600001,1
22 625204501900001,1
22 625204530105241,2
22 625204530105242,2
22 625204540407961,2
22 625204540407972,2
22 625208522106161,1
22 625230123900731,122764
22 625230123900732,152598
22 625304529000001,1
22 625304529000002,1
22 625304529000003,1
22 625900000620288,0
23 0086,0
23 0246,0
23 0605,0
23 0613,0
23 0631,0
23 1137,0
23 1138,0
23 1308,0
23 1475,0
23 1505,0
23 1508,0
23 1510,0
23 1520,0
23 1530,0
23 1540,0
23 1558,0
23 2016,0
23 2025,0
23 2026,0
23 2031,1313
23 2033,0
23 2038,0
23 2039,0
23 2041,0
23 2149,0
23 2157,0
23 2160,0
23 2183,0
23 2192,0
23 2215,0
23 2230,0
23 2252,0
23 2253,0
23 2262,0
23 2272,0
23 2279,0
23 2304,0
23 2339,0
23 2395,0
23 2398,0
23 2399,0
23 2400,0
23 2425,0
23 2438,0
23 2491,0
23 2494,0
23 2499,0
23 2506,0
23 2511,0
23 2512,0
23 2515,0
23 2546,1313
23 2561,0
23 2591,0
23 2597,0
23 2630,0
23 2787,0
23 2789,0
23 2816,0
23 2848,0
23 2854,0
23 2904,0
23 2973,0
23 3010,348
23 3013,1293
23 3016,0
23 3017,0
23 3063,0
23 3078,0
23 3088,2569
23 3096,0
23 3105,0
23 3130,0
23 3144,0
23 3180,0
23 3202,0
23 3216,0
23 3257,0
23 3280,0
23 3407,0
23 3486,0
23 3628,0
23 3641,1314
23 3668,0
23 3696,0
23 3742,0
23 3764,0
23 3783,1276
23 3880,0
23 3945,2617
23 3955,0
23 3964,0
23 5038,0
23 5176,0
23 5190,0
23 5196,0
23 5270,0
23 5278,0
23 5312,0
23 5500,0
23 5556,0
23 5578,0
23 5600,0
23 5612,0
23 5626,0
23 5635,0
23 5711,0
23 5722,0
23 5739,0
23 5750,0
23 5774,0
23 5821,0
23 5828,0
23 5834,0
23 5883,0
23 5890,0
23 5900,2883
23 5978,0
23 6049,0
23 6135,0
23 6146,0
23 6217,0
23 6224,0
23 6227,0
23 6268,0
23 6281,2573
23 6330,1310
23 6345,0
23 6351,0
23 6352,72
23 6371,0
23 6388,0
23 6421,348
23 6473,0
23 6534,2572
24 100000020010010,0
24 100000020038010,0
24 100000020042010,0
24 100000020045010,0
24 100000020053010,0
24 100000020070010,0
24 100000020081010,0
24 100000020127010,0
24 100000030365010,0
24 100000040008010,0
24 100000040019010,1
24 100000050016010,0
24 100000050026010,0
24 100000070025010,0
24 100000080038010,0
24 100000090001010,0
24 100000090008010,0
24 100000090014010,0
24 100000090016010,0
24 100000090021010,0
24 100000090022010,0
24 100000110021010,0
24 100000140006010,0
24 100000140013010,0
24 100000140027010,0
24 100000160173015,0
24 100000160173016,0
24 100000170006010,0
24 100000170014012,0
24 100000170046010,0
24 100000180026010,0
24 100000200001010,0
24 100000200002010,1
24 100000200018010,0
24 100000220009010,0
24 100000220028010,0
24 100000220045010,0
24 100000230002010,0
24 100000230004010,0
24 100000230007010,0
24 100000230016011,0
24 100000230016012,0
24 100000230018010,0
24 100000230020010,0
24 100000230021010,0
24 200000AA1011010,0
24 200000AA2005010,0
24 200000AA3001010,0
24 200000B-0079010,0
24 200000BC5210010,1894
24 200000BC5217010,2065
24 200000CE0041010,0
24 200000D-0001010,0
24 200000D-0019010,0
24 200000G-0032010,0
24 200000H-0163010,0
24 200000S-0012010,0
24 200000WIS-05010,0
24 300000AAZ050013,30402
24 300000AAZ050014,30505
24 300000B-Z462015,27484
24 300000B-Z462016,27687
24 300000BCW546011,784
24 300000BCW546012,805
24 300000BCZ001015,1975
24 300000BCZ001016,1975
24 300000BCZ472010,30383
24 300000CECE01010,3183
24 300000CHZ301010,1
24 300000H-X907010,0
24 300000H-Z040010,1
24 300000Q-NR01010,0
24 DAPAMCABE000719,0
25 A050010W6DOTNBI,0
25 A070102Y9DOTNBI,0
25 B0100141FMUNNBI,0
25 B01003435MUNNBI,0
25 B08001B6PMUNNBI,0
25 B110042TNDOTNBI,11
25 B11005307DOTNBI,0
25 B11005308DOTNBI,0
25 B120019CPDOTNBI,0
25 B12002ANJMUNNBI,0
25 B12005ARCMUNNBI,0
25 B120228G3DOTNBI,0
25 B16004B5JMUNNBI,2260
25 B160064F3DOTNBI,0
25 B160094F0DOTNBI,5564
25 B160104EPDOTNBI,0
25 B160114F2DOTNBI,0
25 B160124EYDOTNBI,0
25 B160134EMDOTNBI,5650
25 B160144F8DOTNBI,0
25 B160154EFDOTNBI,0
25 B160174WWDOTNBI,5781
25 B160174X3DOTNBI,5850
25 B16019383MUNNBI,5852
25 B16020B4JDOTNBI,5808
25 B160223A3DOTNBI,0
25 B16029388MUNNBI,5640
25 B1603238AMUNNBI,6142
25 B160334EUDOTNBI,0
25 B1603438BMUNNBI,8401
25 B16223AWQMUNNBI,6153
25 B162464EVDOTNBI,0
25 B162503D1DOTNBI,0
25 B163842CQMUNNBI,5781
25 B163904F7DOTNBI,0
25 B166009PMDOTNBI,5704
25 B1700141HMUNNBI,0
25 B1700241JMUNNBI,1136
25 B17017B75DOTNBI,1126
25 B21001347DOTNBI,729
25 C010013F1DOTNBI,5637
25 C010084DMDOTNBI,5256
25 C010404DLDOTNBI,5486
25 C070019YMMUNNBI,0
25 C1301213RDOT634,0
25 C130234HLDOTNBI,0
25 C130340X1DOTNBI,0
25 C1700142FMUNNBI,0
25 C17002BTNMUNNBI,0
25 CEPNEDMA2510001,1095
25 CEPNEDMA2510002,1095
25 D040023J4MUNNBI,0
25 D04008AXCMUNNBI,0
25 D0700241MMUNNBI,0
25 D0700541LMUNNBI,0
25 F010023PFDOTNBI,80
25 F010063JCMUNNBI,0
25 F020583TKDOTNBI,114
25 F02094AFYDOTNBI,0
25 F0300241WMUNNBI,0
25 F0300341VMUNNBI,0
25 F0300543EMUNNBI,0
25 G0500230LDOTNBI,0
25 G15001B6KDOTNBI,0
25 H10001423MUNNBI,0
25 H12020311DOTNBI,0
25 H1500247KDOTNBI,1067
25 H1500849XDOTNBI,0
25 H23004B5GMUNNBI,0
25 K01011AGDDOTNBI,0
25 L150222BNMUNNBI,0
25 L150232BVMUNNBI,0
25 L180154D7DOTNBI,0
25 M0700143TMUNNBI,0
25 M07002AMBDOTNBI,0
25 M07003AQDMUNNBI,0
25 M120014DXDOTNBI,712
25 M1200637GMUNNBI,1
25 M120194DYDOTNBI,1
25 M120363B4DOTNBI,1
25 N100108PDDOTNBI,0
25 N100112Y6DOTNBI,0
25 N110112TDDOTNBI,0
25 O01001BAFDOTNBI,2
25 Q010015WJDOTNBI,1073
25 S010042QEMUNNBI,11
25 S0700442CMUNNBI,0
25 S240030UJDOTNBI,0
25 S2403015BDOTNBI,0
25 S350183U8DOTNBI,0
25 S350183U9DOTNBI,0
25 T010603M2MUNNBI,0
25 T06009B79MUNNBI,0
25 W0600145JDOTNBI,0
25 W1100724YMUNNBI,0
25 W30002AQQMUNNBI,0
25 W300163W6DOTNBI,0
25 W40008CDMMUNNBI,0
26 000000000000137,0
26 000000000000317,0
26 000000000000357,1178
26 000000000000586,415
26 000000000000587,415
26 000000000000646,441
26 000000000000747,452
26 000000000000749,739
26 000000000000777,189
26 000000000000778,185
26 000000000000827,0
26 000000000000828,0
26 000000000000869,0
26 000000000000874,0
26 000000000000880,192
26 000000000000975,19
26 000000000001053,20
26 000000000001054,2
26 000000000001471,208
26 000000000001498,0
26 000000000001501,18
26 000000000001502,0
26 000000000001503,0
26 000000000001533,0
26 000000000001559,4
26 000000000001563,0
26 000000000001582,32231
26 000000000002451,0
26 000000000002456,15941
26 000000000002457,1
26 000000000002458,0
26 000000000002460,0
26 000000000003380,3
26 000000000003449,0
26 000000000004129,0
26 000000000004862,0
26 000000000005198,0
26 000000000006141,0
26 000000000006142,0
26 000000000006273,0
26 000000000006414,0
26 000000000006415,0
26 000000000006436,321
26 000000000006439,277
26 000000000006470,322
26 000000000006690,132
26 000000000006880,68
26 000000000006934,0
26 000000000007173,49
26 000000000007703,0
26 000000000008699,409
26 000000000008797,349
26 000000000008941,123
26 000000000008942,624
26 000000000009094,1
26 000000000009096,1
26 000000000009115,282
26 000000000009168,377
26 000000000009169,377
26 000000000009224,0
26 000000000009228,0
26 000000000009232,0
26 000000000009435,1
26 000000000009436,1
26 000000000009437,275
26 000000000009438,1
26 000000000009446,273
26 000000000009673,0
26 000000000009956,30627
26 000000000009976,28648
26 000000000009977,29728
26 000000000009987,30318
26 000000000009988,30328
26 000000000010024,27681
26 000000000010255,28636
26 000000000010256,30629
26 000000000010257,30546
26 000000000010681,0
26 000000000010808,0
26 000000000011716,30133
26 000000000012006,62
26 000000000012214,28457
26 000000000012229,694
26 000000000012306,24474
26 000000000012752,0
26 000000000012753,0
26 000000000012852,0
26 000000000012853,0
26 000000000013311,1327
26 000000000013460,0
26 000000000013579,29686
26 000000000013580,29647
26 000000000013581,29938
27 19004,0
27 2441,0
27 25033,0
27 27409,0
27 27410,0
27 27608,0
27 27611,0
27 27624A,0
27 27624B,0
27 27636,0
27 2796,0
27 27B60,0
27 27W38,0
27 27W39,0
27 3575,0
27 39016,0
27 4190,0
27 5900,0
27 5930,0
27 62017,0
27 62018,0
27 62082,0
27 62090,0
27 62555A,0
27 62555B,0
27 62912,0
27 6544,0
27 69100,5678
27 79000,0
27 82010,0
27 82045,0
27 82800,0
27 82855,0
27 82856,0
27 85801,0
27 85802,0
27 85851,0
27 9030,8104
27 9036,0
27 9217E,0
27 9217W,0
27 9300,0
27 9350,0
27 9360,0
27 9400,0
27 9600N,0
27 9600S,0
27 L6116,7897
28 110001002300000,1
28 110001002301550,1
28 11000100240287A,0
28 11000100240287B,0
28 11000100240407A,0
28 11000100240407B,0
28 11000100240450A,0
28 11000100240450B,0
28 11000100300654A,91
28 11000100300654B,16
28 11000100300755A,0
28 11000100300755B,0
28 110002007500010,0
28 110011002400130,3
28 21000450441608A,0
28 21000450441608B,0
28 21000450481876A,0
28 21000450481876B,0
28 210004901433710,0
28 210004948220330,0
28 21000494822070A,0
28 21000494822070B,0
28 210006107512660,0
28 21000720710786A,0
28 21000720710786B,0
28 21000780291059A,0
28 21000780291059B,0
28 210008207600010,0
28 21000840010001A,0
28 21000840010001B,0
28 210009002300010,0
28 210009002301900,4
28 21000900240494A,3
28 21000900240494B,2
28 210009003006830,99
28 21000980461185A,0
28 210027804800600,0
28 310000407115850,0
28 310000604815440,0
28 310001202703550,0
28 310002507121540,0
28 310002605500000,0
28 310003007108510,0
28 310003504601940,0
28 310005001308340,0
28 310006303000140,0
28 310060502400160,0
28 310060502400350,0
28 310060903000020,0
28 310061303000450,0
28 310061403000870,0
28 5570273P0000000,0
28 SA2400000000042,0
28 SA2400000000074,0
28 SA2400000000088,0
28 SA2400000000094,0
28 SA2400000000162,1
28 SA2400000000167,2
28 SA3000000000118,0
28 SA3000000000172,267
28 SA300000000A107,0
28 SA4200000000006,0
28 SA4200000000015,0
28 SA8200000000064,0
29 12057,0
29 1244,0
29 12992,0
29 1396,0
29 1493,0
29 1541,0
29 1684,0
29 2616,0
29 2780,0
29 2781,0
29 2784,0
29 28911,0
29 29082,0
29 29351,0
29 3049,0
29 3050,0
29 31096,0
29 32604,0
29 32776,0
29 32854,0
29 32881,0
29 3303,0
29 33066,0
29 3335,0
29 33484,0
29 34492,0
29 3493,0
29 3497,0
29 35042,0
29 35274,0
29 35686,0
29 36773,0
29 36774,0
29 3679,0
29 36796,0
29 36834,0
29 3729,0
29 3730,0
29 37364,0
29 37365,0
29 37434,0
29 3745,0
29 3890,0
29 3954,0
29 4007,0
29 4076,0
29 4089,0
29 4814,0
29 552,0
29 6000,0
29 6006,0
29 6027,0
29 6071,0
29 6072,0
29 6345,0
29 6353,0
29 6656,0
29 6672,0
30 I00090498+01011,0
30 I00090498+01012,0
30 I00094052+01481,0
30 I00094052+01482,0
30 L01086000+04001,0
30 L56104002+05001,0
30 S00313008+03271,0
30 S00384000+05101,0
31 S002 50816,0
31 S030 45055,0
31 S034 38208,0
31 S034 38800,0
31 S051 03644,0
31 S077 18870,0
31 S080 45531L,0
31 S080 45531R,0
31 S129 00321,0
31 S136 24018,0
31 S159 01373,0
31 S275 19041,0
31 S370 01918,0
31 S480 00413,0
31 S680 01343L,0
31 S680 01343R,0
32 B1847,0
32 B3215,0
33 006502010002400,442
33 006502010002500,443
33 011102350002500,0
33 013101090006800,0
33 013101100006800,0
33 017601920010100,0
33 018100660007100,1297
33 021702470008400,1313
33 021702500011000,1314
33 021702580012800,1310
34 004A006,14582
34 0102151,0
34 0103152,0
34 0109155,0
34 0115150,0
34 0122155,0
34 01EH032,0
34 01EH033,0
34 01EH048,0
34 01M0001,0
34 01V0001,0
34 020004A,0
34 020004B,0
34 020021C,0
34 020021E,0
34 020023A,0
34 020032A,1
34 020056A,1
34 0204151,1
34 0204152,1
34 0206166,0
34 0208150,0
34 0221155,0
34 0222150,0
34 0226164,0
34 0238150,2
34 0302150,0
34 0305152,0
34 0316152,0
34 0317152,1813
34 0326153,0
34 0327167,0
34 0327168,0
34 0328175,0
34 0328176,0
34 03A4700,0
34 03C4001,0
34 03E1002,0
34 03G8045,0
34 03H8001,0
34 042A002,4018
34 043B008,951
34 043C024,0
34 0500001,0
34 0500004,0
34 0500005,0
34 0500006,0
34 0500007,0
34 0500010,0
34 0500016,0
34 0500024,0
34 0500028,0
34 0500029,0
34 0500030,0
34 0501150,0
34 0506150,0
34 0510152,0
34 0511156,0
34 0511157,0
34 0513150,0
34 0517151,0
34 0517152,0
34 0600001,0
34 0600006,0
34 0600008,0
34 0600009,0
34 0601152,0
34 0700H01,0
34 0700H02,2
34 0700H03,1
34 0704150,11
34 0705151,11
34 0731161,0
34 0802H01,18422
34 0805D03,0
34 0805D04,0
34 0806151,20388
34 0817151,0
34 0818151,17249
34 0820156,0
34 0821166,4
34 0821167,4
34 0823157,0
34 0823158,0
34 0901150,20133
34 0905152,10
34 0909157,0
34 1203150,1
34 1203156,1
34 1209155,2
34 1209156,2
34 1222150,0
34 1223150,2
34 1237155,0
34 123B093,1
34 123B170,0
34 13000W3,0
34 13000W7,0
34 13000W9,0
34 1300E18,0
34 1300E20,0
34 1300MT3,0
34 1300MT4,0
34 1300O29,0
34 1300R24,0
34 1300R27,0
34 1300R29,0
34 1300S16,0
34 1300S17,0
34 1300S31,0
34 1300S32,0
34 1300W10,0
34 1300W11,0
34 1300W43,1
34 130MA14,0
34 1311150,0
34 1311151,0
34 1312154,0
34 1313161,0
34 1313162,0
34 1315169,0
34 1321150,0
34 1327162,0
34 1502001,0
34 1505001,0
34 1505002,1
34 1505003,1
34 1505004,1
34 1505150,0
34 1506002,0
34 1506006,0
34 1506007,0
34 1506151,0
34 1506152,0
34 1507007,0
34 1507026,0
34 1508150,0
34 1508151,0
34 1508154,0
34 1511150,0
34 1513151,0
34 1513152,0
34 1513154,0
34 1513155,0
34 1515001,0
34 1515151,0
34 1516001,0
34 1516003,0
34 1516004,0
34 1516005,0
34 1516006,0
34 1525001,0
34 1529003,0
34 1530011,0
34 1533001,0
34 1600004,1
34 1600503,0
34 1601164,1
34 1607168,0
34 1701300,0
34 1710152,32197
34 1712164,0
34 1712165,0
34 2001150,0
34 2001157,0
34 3000001,1833
34 3000002,1822
34 3000003,1827
34 3100001,0
34 3100002,0
34 3100003,0
34 3100005,0
34 3100006,0
34 3200004,37823
34 3200005,37821
34 3500030,0
34 360280N,0
34 360490N,0
34 360490S,0
34 360519N,0
34 360519S,0
34 361093E,0
34 361093I,0
34 361093O,0
34 361093U,0
34 361272N,2
34 361272S,2
34 370280S,0
34 3822507,1339
34 3822508,1339
34 3823040,48822
34 382304B,49823
34 382304C,48277
34 3823051,11154
34 3823052,11134
34 3823069,8462
34 4500001,33253
34 4500003,18940
34 4500010,5341
34 4500011,3880
34 4700001,0
34 E107880,11
34 E109830,3
34 M007850,0
34 M024610,0
34 M040960,0
34 M08166S,0
34 M08424N,1
34 M08424S,1
34 M09623N,7342
34 M09623S,7195
34 M09967A,11014
34 M09970A,11030
34 M099750,11030
34 M09975N,11032
34 M09975S,11025
34 MN9623N,7423
34 MN9970A,11034
34 MS9623S,6935
34 MS9967A,11021
34 N002010,21960
34 P000000,1849
34 W107870,11
34 W112670,1
34 W11267W,1
34 W11272B,1
34 W115360,1
35 000000000009772,0
36 000000001001520,195
36 000000001001579,360
36 000000001004279,0
36 000000001007050,0
36 000000001007350,1179
36 000000001010120,0
36 000000001014680,0
36 000000001014830,0
36 000000001014850,0
36 000000001017130,0
36 000000001019439,0
36 000000001033441,0
36 000000001033442,0
36 000000001037060,39
36 000000001039899,0
36 00000000103989A,0
36 00000000103989C,0
36 000000001041200,0
36 000000001052239,0
36 000000001053730,0
36 000000001055040,1337
36 000000001055911,0
36 000000001055913,0
36 000000001055916,0
36 000000001056759,0
36 000000001056769,0
36 000000001056779,0
36 000000001058499,0
36 000000001058509,0
36 000000001058519,1
36 000000001058770,0
36 000000001058791,0
36 000000001058792,0
36 000000001058811,0
36 000000001058812,0
36 000000001059129,0
36 000000001059149,0
36 000000001059159,0
36 000000001060919,0
36 000000001062850,0
36 00000000106285A,0
36 000000001065318,72886
36 000000001066509,0
36 000000001066529,0
36 000000001066539,0
36 000000001066889,1337
36 000000001069731,7227
36 000000001069732,7221
36 000000001069749,1179
36 000000001070869,0
36 000000001079732,0
36 000000001091819,0
36 000000001092839,0
36 000000001092940,576
36 000000001092981,593
36 000000001092982,594
36 000000001093029,601
36 000000001095910,0
36 000000001240090,1335
36 000000001520141,0
36 000000001520142,0
36 000000002055801,0
36 000000002055802,0
36 000000002066671,488
36 000000002066672,489
36 000000002066919,1334
36 000000002075859,0
36 000000002200010,1
36 000000002200040,0
36 000000002229579,0
36 000000002230219,559
36 000000002231450,0
36 000000002231471,0
36 000000002231472,0
36 000000002231481,0
36 000000002231482,0
36 000000002231509,1
36 000000002231529,1
36 000000002232019,3815
36 00000000223201D,2635
36 000000002232130,558
36 000000002240019,2742
36 000000002240027,1708
36 000000002240028,2019
36 000000002240039,1020
36 000000002240047,560
36 000000002240059,563
36 000000002240069,553
36 000000002240079,1314
36 000000002240089,1330
36 000000002240120,1329
36 000000002240137,1335
36 000000002240180,0
36 000000002240200,0
36 000000002240210,0
36 000000002240231,1775
36 000000002240232,1774
36 000000002240240,1772
36 000000002240250,1740
36 000000002240260,2365
36 000000002240270,2369
36 000000002240290,0
36 000000002240301,1
36 000000002240350,2
36 000000002240370,550
36 000000002240390,0
36 000000002240410,555
36 000000002240440,0
36 000000002240450,556
36 000000002240499,0
36 000000002240639,557
36 000000002240640,560
36 000000002240660,586
36 000000002248250,0
36 000000002260430,292
36 000000002260450,362
36 000000002260650,2
36 000000002260660,0
36 000000002260880,0
36 000000002260960,1
36 000000002261500,0
36 000000003019570,0
36 000000003300010,0
36 000000003300140,0
36 000000003300150,0
36 000000003300271,0
36 000000003300272,0
36 000000003300290,0
36 000000003300301,1
36 000000003300302,1
36 000000003300440,0
36 000000003300450,0
36 000000003300480,0
36 000000003300500,0
36 000000003300510,0
36 000000003300520,0
36 000000003300610,0
36 000000003300620,0
36 000000003300630,0
36 000000003300640,0
36 000000003300660,0
36 000000003300670,1
36 000000003300690,0
36 000000003300710,0
36 000000003300720,0
36 000000003300730,0
36 000000003300740,0
36 000000003300750,0
36 000000003300760,0
36 000000003300770,0
36 000000003300790,0
36 000000003307180,0
36 000000003317120,0
36 000000003326780,0
36 000000003348220,0
36 000000003348610,0
36 000000003348880,0
36 000000003360539,0
36 000000003360540,0
36 000000003364460,0
36 000000004000300,0
36 000000004000950,0
36 000000004001020,0
36 000000004001040,0
36 000000004001130,0
36 000000004001970,0
36 000000004002311,0
36 000000004002312,0
36 000000004002590,0
36 000000004005580,0
36 000000004007950,0
36 000000004008540,0
36 000000004010620,0
36 000000004011030,0
36 000000004016480,0
36 000000004017120,0
36 000000004018871,0
36 000000004018872,0
36 000000004020060,0
36 000000004020700,0
36 000000004021420,0
36 000000004021480,1
36 000000004021760,0
36 000000004021800,0
36 000000004021910,0
36 000000004021940,0
36 000000004022190,0
36 000000004022510,0
36 000000004023370,0
36 000000004024330,0
36 000000004025690,0
36 000000004025890,0
36 000000004027420,0
36 000000004028510,1
36 000000004029210,0
36 000000004030970,0
36 000000004031761,0
36 000000004031762,0
36 000000004033181,0
36 000000004033182,0
36 000000004034230,0
36 000000004034310,0
36 000000004035060,0
36 000000004035279,0
36 000000004036250,0
36 000000004038360,0
36 000000004038470,0
36 000000004038920,0
36 000000004039820,0
36 000000004039850,0
36 000000004039860,0
36 000000004043850,0
36 000000004044050,0
36 000000004045180,1
36 000000004046860,0
36 000000004047410,0
36 000000004048050,0
36 000000004048130,0
36 000000004050129,0
36 000000004050290,0
36 000000004050330,0
36 000000004050701,0
36 000000004050702,0
36 000000004051011,0
36 000000004051012,0
36 000000004051180,0
36 000000004051720,0
36 000000004051770,0
36 000000004053701,0
36 000000004053702,0
36 000000004053920,53
36 000000004060410,0
36 000000004060680,0
36 000000004062531,0
36 000000004062532,0
36 000000004070541,0
36 000000004070542,0
36 000000004070890,0
36 000000004093220,0
36 000000004206450,0
36 000000004308230,0
36 000000004309630,0
36 000000004310090,0
36 000000004415010,0
36 000000004415030,0
36 000000004415090,0
36 000000004415100,0
36 000000004415130,0
36 000000004415150,0
36 000000004417050,0
36 000000004418020,0
36 000000004418040,0
36 000000004418070,0
36 000000004418080,0
36 000000004418090,0
36 000000004418100,0
36 000000004418120,0
36 000000004418130,0
36 000000004418140,0
36 000000004423010,0
36 000000004423040,0
36 000000004423050,0
36 000000004423060,0
36 000000004423081,0
36 000000004423082,0
36 000000004425020,0
36 000000004425030,0
36 000000004425059,0
36 000000004426010,0
36 000000004426020,0
36 000000004426030,0
36 000000004426040,0
