Ship Length,Pier 1,Pier 2,Pier 3,Pier 4
150 - 175 m,3.5681085851358465e-05,0.00022988121105934115,0.0007415833516739511,0.0007980734345257745
175 - 200 m,0.0005846351461676813,0.002727989257988251,0.007039511961433106,0.007525658657277419
200 - 225 m,8.252316082611079e-05,0.00027304324883249844,0.0005673729362124973,0.0006025423387831223
225 - 250 m,0.000479152200494436,0.0013150129178885893,0.002433703031523954,0.0025781083255364623
250 - 275 m,0.00010488127164046743,0.00023306305210182878,0.00037915981295385084,0.00039791736938572434
275 - 300 m,2.1187371200436656e-05,4.1015538815168704e-05,6.125553309423879e-05,6.360170861638569e-05
300 - 325 m,6.49123393428837e-07,1.1803305451334563e-06,1.699850991217733e-06,1.7839159843791933e-06
325 - 350 m,5.219338304687004e-06,8.217941052951611e-06,1.0771965618324569e-05,1.0930314914982546e-05
350 - 375 m,0.0,0.0,0.0,0.0
375 - 400 m,0.0,0.0,0.0,0.0
Above 400 m,0.0,0.0,0.0,0.0
