Ship Length,Pier 1,Pier 2,Pier 3,Pier 4
150 - 175 m,1.095761907855223e-05,4.966364264331627e-05,5.133003162352198e-05,2.2050509995052737e-05
175 - 200 m,0.0003169104115726603,0.0011065752994946678,0.001119969785145545,0.0005803936829715695
200 - 225 m,4.270042573359335e-06,1.3484093416268412e-05,1.4116466267999244e-05,8.40419532726208e-06
225 - 250 m,4.7597586742542226e-05,0.00013226398262567812,0.00013586541897139936,8.904593324273537e-05
250 - 275 m,2.6035745834783743e-06,5.985666699481911e-06,5.780049428762456e-06,4.376428285222358e-06
275 - 300 m,9.132767711524176e-07,1.9328809879484274e-06,1.8736562572853474e-06,1.549210327008991e-06
300 - 325 m,0.0,0.0,0.0,0.0
325 - 350 m,0.0,0.0,0.0,0.0
350 - 375 m,0.0,0.0,0.0,0.0
375 - 400 m,0.0,0.0,0.0,0.0
Above 400 m,0.0,0.0,0.0,0.0
