Ship Length,Pier 1,Pier 2,Pier 3,Pier 4
150 - 175 m,0.00010119519037308803,0.0001759746745575199,0.0001737193532370883,9.938317045949841e-05
175 - 200 m,0.00045709029791570816,0.0007266452247663207,0.0007189671348466879,0.0004511930638101981
200 - 225 m,6.125696418463785e-05,8.859217513766592e-05,8.787169442684701e-05,6.0833097783188534e-05
225 - 250 m,7.19103034211196e-05,9.982111052706155e-05,9.911737725693093e-05,7.162196594639053e-05
250 - 275 m,0.0,0.0,0.0,0.0
275 - 300 m,3.404936930856747e-06,4.2484082864787935e-06,4.22945910496809e-06,3.407749386782064e-06
300 - 325 m,3.635900120054785e-07,4.4706938350482235e-07,4.452538334359699e-07,3.6432096675602654e-07
325 - 350 m,4.4325068043178837e-07,5.362919422886581e-07,5.34492394788267e-07,4.541977505055849e-07
350 - 375 m,0.0,0.0,0.0,0.0
375 - 400 m,0.0,0.0,0.0,0.0
Above 400 m,0.0,0.0,0.0,0.0
